origem,destino
108118,108116
108118,108116
108118,108116
108118,108116
108118,108116
108119,108121
108119,108121
108119,108121
108119,108121
108119,108121
108119,108121
108120,108118
108120,108118
108120,108118
108120,108118
108120,108118
108120,108118
108121,105802
108121,105802
108121,105802
108121,105802
108121,105802
108122,108120
108122,108120
108122,108120
108122,108120
108122,108120
108122,108120
108123,108125
108123,108125
108123,108125
108123,108125
108123,108125
108123,108125
108123,108125
108124,105702
108124,105702
108124,105702
108124,105702
108124,105702
108124,105702
108124,105702
108125,108127
108125,108127
108125,108127
108125,108127
108125,108127
108125,108127
108125,108127
108126,108124
108126,108124
108126,108124
108126,108124
108126,108124
108126,108124
108126,108124
108126,108124
108127,108129
108127,108129
108127,108129
108127,108129
108127,108129
108127,108129
108127,108129
108128,108126
108128,108126
108128,108126
108128,108126
108128,108126
108128,108126
108128,108126
108128,108126
108129,108131
108129,108131
108129,108131
108129,108131
108129,108131
108129,108131
108129,108131
108130,108128
108130,108128
108130,108128
108130,108128
108130,108128
108130,108128
108130,108128
108130,108128
108131,106102
108131,106102
108131,106102
108131,106102
108131,106102
108131,106102
108132,108130
108132,108130
108132,108130
108132,108130
108132,108130
108132,108130
108132,108130
108132,108130
108143,105101
108143,105101
108143,105927
108144,108146
108144,108146
108145,108143
108145,108143
108145,108143
108146,108148
108146,108148
108147,108145
108147,108145
108147,108145
108148,105602
108148,105602
108149,105601
108149,105601
108149,105601
108150,108152
108150,108152
108151,108149
108151,108149
108151,108149
108152,104701
108152,104701
108153,104702
108153,104702
108153,104702
108154,108156
108154,108156
108155,108153
108155,108153
108155,108153
108156,108158
108156,108158
108157,108155
108157,108155
108157,108155
108158,108222
108158,108222
108159,108157
108159,108157
108159,108157
108161,108159
108161,108159
108161,108159
108162,108164
108162,108164
108163,108161
108163,108161
108163,108161
108164,108166
108164,108166
108165,108163
108165,108163
108165,108163
108166,108167
108166,108167
108167,108025
108167,108025
108168,108165
108168,108165
108168,108165
108169,108026
108169,108026
108169,108026
108173,108175
108173,108175
108174,108169
108174,108169
108175,108178
108175,108178
108176,108174
108177,108176
108178,108180
108178,108180
108179,108177
108180,108182
108180,108182
108181,108179
108182,108184
108182,108184
108183,108181
108184,108186
108184,108186
108185,108183
108186,108188
108186,108188
108187,108185
108188,104505
108188,104505
108189,104509
108189,109124
108190,108192
108190,108192
108191,108189
108192,108194
108192,108194
108193,108191
108194,108196
108194,108196
108195,108193
108196,108198
108196,108198
108197,108195
108198,108200
108198,108200
108199,108197
108200,108202
108200,108202
108201,108199
108202,104601
108202,104601
108203,108205
108203,150238
108203,108205
108203,150238
108204,105704
108204,150194
108204,150194
108204,150899
108205,150221
108205,108207
108205,108207
108205,150219
108205,170629
108206,150074
108206,108204
108206,150074
108206,108204
108206,109059
108207,108209
108207,108209
108207,108208
108208,108206
108208,108207
108208,150165
108208,108206
108209,150893
108209,108212
108209,108212
108209,108210
108210,150295
108210,108208
108210,108209
108210,150493
108210,108208
108211,108113
108211,108113
108211,108113
108211,108210
108211,108113
108211,108080
108211,108113
108211,108113
108211,108210
108212,108083
108212,108083
108212,108083
108212,108083
108212,108083
108212,108080
108212,108083
108212,141011
108213,108072
108214,108215
108214,108215
108214,108065
108214,108065
108215,108213
108216,108032
108218,110056
108220,105101
108221,150579
108221,150579
108221,150579
108222,108162
108222,108162
109001,109048
109001,109083
109002,109074
109002,109074
109002,109074
109002,109074
109002,109074
109002,109074
109002,109074
109002,109074
109003,109093
109003,109090
109003,109067
109003,109067
109004,109012
109004,109078
109004,109012
109004,109079
109005,109104
109005,109102
109006,109113
109006,109113
109006,109113
109006,109113
109006,109113
109007,109111
109007,109113
109007,109112
109008,109676
109009,109128
109011,109086
109011,109037
109011,109004
109011,109004
109012,109023
109012,109058
109012,109069
109012,109058
109013,109007
109013,109007
109013,109007
109015,109117
109015,109048
109015,109120
109015,109120
109016,109124
109016,109046
109016,109046
109017,109022
109017,109022
109018,109022
109018,109022
109019,110458
109019,109049
109020,109029
109020,109029
109022,109057
109022,109085
109022,109011
109022,109057
109022,109085
109022,109087
109022,109087
109023,109056
109023,109056
109023,109020
109023,109020
109023,109019
109023,109019
109026,110458
109027,109039
109027,109039
109027,109039
109027,109039
109027,109039
109028,110458
109028,110458
109029,109039
109029,109039
109030,109027
109030,109017
109030,109027
109030,109027
109030,109028
109030,109027
109030,109041
109031,109018
109031,109026
109031,109018
109033,109050
109033,109115
109033,109034
109033,109050
109034,109065
109034,109033
109034,109117
109035,109071
109035,109071
109035,109072
109035,109068
109035,109062
109035,109068
109035,109068
109035,109062
109036,109049
109037,109012
109038,109013
109038,109013
109038,109013
109039,109106
109039,109107
109039,109106
109039,109106
109039,109107
109039,109107
109039,109106
109039,109059
109039,109059
109040,109031
109040,109031
109040,109031
109040,102244
109040,109061
109041,109057
109043,109129
109044,109053
109044,109052
109044,109053
109045,109011
109046,109045
109046,109121
109046,109121
109047,109044
109047,109044
109047,109167
109047,109167
109048,109119
109048,109055
109048,109015
109048,109001
109049,109033
109049,109033
109050,109017
109050,109036
109051,109022
109051,109022
109051,109022
109052,109060
109053,109055
109053,109048
109054,109016
109055,109016
109055,109016
109056,109063
109056,109063
109057,109011
109057,109058
109057,109011
109058,109028
109058,109023
109058,109023
109059,108205
109059,109040
109059,109040
109060,109116
109061,109054
109061,109039
109062,109035
109063,109035
109063,109035
109065,109108
109065,109034
109066,109125
109066,109167
109066,109125
109066,109002
109066,109125
109066,109002
109067,109130
109067,109089
109067,109089
109067,109089
109067,109089
109067,109089
109067,109130
109068,109051
109068,109051
109068,109051
109069,109047
109070,109114
109070,109072
109070,109072
109071,109094
109071,109094
109071,109035
109071,109035
109071,109035
109072,109070
109072,109035
109072,109035
109073,109003
109073,109003
109073,109003
109073,109003
109074,110457
109074,110457
109074,110457
109074,110457
109074,110457
109074,110457
109074,110457
109074,110457
109075,109111
109075,109111
109076,105707
109076,105707
109076,105707
109076,105707
109076,109098
109076,105707
109077,109095
109077,109109
109078,109004
109078,109004
109079,109142
109083,109012
109085,109023
109085,109023
109085,109023
109086,109001
109087,350808
109089,109095
109089,109095
109089,109093
109089,109095
109089,109095
109090,105706
109091,109066
109091,109066
109091,109066
109092,109002
109093,109677
109093,109077
109094,109100
109094,109100
109095,109091
109095,109091
109095,109091
109096,109071
109096,109071
109096,109071
109097,109113
109098,109075
109100,109096
109100,109096
109100,109096
109102,109006
109102,441011
109102,109006
109102,109006
109102,109006
109102,109006
109102,109006
109103,109105
109104,109105
109104,109105
109105,109110
109105,109110
109105,109110
109106,109102
109106,109102
109106,109102
109106,109102
109106,109103
109106,109102
109107,109106
109107,109106
109107,109106
109108,109077
109109,109065
109110,109040
109110,109040
109110,109040
109111,109070
109111,109005
109111,109005
109112,109070
109113,109076
109113,109076
109113,109076
109113,109076
109113,109076
109113,109076
109113,109076
109113,109038
109114,109008
109115,109033
109116,109143
109117,109048
109117,109015
109118,109061
109119,109034
109120,109015
109120,109015
109121,109047
109121,109047
109124,109009
109124,109009
109125,109046
109125,109167
109125,109047
109126,109044
109128,109043
109129,109126
109130,109131
109130,109132
109131,109066
109131,109066
109132,109131
109142,109078
109143,109118
109146,108020
109146,108020
109147,108015
109147,108015
109147,108015
109167,109067
109167,109067
109167,109067
109167,109067
109167,109067
109419,190808
109419,190421
109420,190418
109671,190673
109671,190673
109671,190673
109672,190561
109672,190670
109676,109038
109677,109075
110001,110002
110001,110002
110002,120461
110002,120461
110003,110004
110003,110004
110003,110004
110003,110004
110003,110004
110003,110004
110003,110004
110003,110004
110003,110004
110003,110004
110003,110004
110004,103206
110004,103203
110004,103509
110004,103502
110004,110104
110004,103205
110004,103503
110004,101015
110004,103509
110004,101012
110004,103503
110005,110110
110005,110110
110005,110110
110005,110110
110005,110110
110005,110110
110007,108218
110008,110462
110008,110462
110008,110462
110008,110462
110008,110462
110008,110462
110008,110462
110008,110462
110009,110132
110009,110132
110009,110132
110009,110132
110009,110132
110009,110132
110009,110132
110010,110009
110010,110009
110010,110009
110010,110009
110010,110009
110010,110009
110010,110009
110011,110010
110011,110010
110011,110010
110011,110010
110011,110010
110011,110010
110011,110010
110012,130431
110013,110423
110013,110140
110013,110140
110013,110140
110013,110108
110013,110140
110013,110140
110013,110140
110013,110140
110014,110158
110015,110027
110016,110017
110016,110017
110016,110017
110016,110017
110016,110017
110016,110017
110016,110017
110016,110017
110016,110017
110016,110017
110016,110017
110016,101003
110017,101005
110017,101004
110017,110218
110017,101010
110017,101001
110017,101001
110017,110218
110017,101011
110017,101009
110017,101002
110017,101123
110018,110201
110018,110201
110018,110201
110018,110201
110018,110201
110018,110201
110018,110201
110018,110201
110019,110020
110019,110020
110019,110020
110019,110020
110020,180071
110020,180071
110020,180071
110020,180071
110021,110092
110021,110092
110022,110023
110022,110208
110022,110023
110022,110023
110022,110208
110022,110023
110022,110023
110022,110023
110022,110208
110022,110023
110022,110208
110022,110208
110022,110208
110022,110208
110022,110208
110022,110208
110022,110208
110022,110208
110023,150180
110023,110184
110023,150180
110023,150180
110023,150180
110023,150180
110023,150180
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110024,110026
110025,110024
110025,110024
110025,110026
110025,110024
110025,110024
110025,110024
110025,110024
110025,110024
110025,110024
110025,110024
110026,102012
110026,102009
110026,102001
110026,102030
110026,102031
110026,102005
110026,102006
110026,102003
110026,102011
110026,102033
110026,102007
110026,102026
110026,102016
110026,102002
110026,102010
110026,102004
110026,102029
110026,102016
110026,102016
110026,102015
110026,102009
110026,102028
110026,102016
110026,102027
110026,102013
110027,110028
110028,130232
110030,110031
110031,110032
110031,110032
110032,110137
110032,110137
110032,110033
110032,110033
110033,110034
110033,110204
110033,110034
110033,110034
110033,110204
110033,110034
110033,110034
110033,110034
110033,110034
110034,110035
110034,110035
110034,110035
110034,110035
110034,110035
110034,110035
110034,110035
110035,190446
110035,190446
110035,190170
110035,190845
110035,190446
110035,190446
110035,190446
110036,110037
110036,110037
110036,110037
110036,110137
110036,110037
110036,110037
110036,110037
110037,110038
110037,110038
110037,110150
110037,110150
110037,110150
110037,110150
110038,110453
110038,110039
110039,190176
110040,140184
110040,140533
110040,140533
110040,140533
110041,110042
110041,110042
110041,110042
110042,110072
110042,110072
110042,110072
110043,110044
110044,110048
110045,110188
110045,110188
110045,110188
110046,110047
110046,110047
110047,110415
110047,110415
110048,110003
110048,110049
110048,110049
110049,110408
110049,110408
110051,110312
110051,110218
110051,110218
110051,110218
110052,103277
110052,103271
110053,110054
110053,110054
110054,102033
110054,110064
110054,102033
110055,110057
110055,110461
110055,110057
110056,150502
110057,110012
110057,140217
110058,110053
110058,110053
110059,110055
110060,110063
110060,110063
110060,110063
110060,110063
110060,110063
110060,110207
110060,110063
110060,110063
110060,110207
110060,110424
110060,110207
110060,110207
110061,110062
110061,140529
110061,110222
110061,110062
110061,140529
110061,110062
110062,150033
110062,150033
110062,150033
110063,110061
110063,110061
110063,110061
110063,110061
110063,110061
110063,110424
110063,110061
110064,110066
110065,102031
110065,110059
110066,180050
110066,180050
110067,110095
110068,140532
110068,140107
110068,140107
110068,140107
110068,140107
110069,110124
110070,110071
110070,110071
110070,110071
110070,110071
110070,110071
110070,110071
110071,110072
110071,110072
110071,110072
110071,110072
110071,110072
110071,110072
110072,110073
110072,110073
110072,110073
110072,110073
110072,110073
110072,110073
110072,110073
110072,110073
110072,110073
110072,110073
110073,110003
110073,110092
110073,110463
110073,110003
110073,110463
110073,110003
110073,110003
110073,110003
110073,110463
110073,110463
110074,110075
110074,110075
110074,110075
110074,110075
110074,110075
110075,110076
110075,110117
110075,110117
110075,110076
110075,110076
110076,130371
110076,130371
110076,130371
110077,110078
110077,110078
110078,130902
110078,130902
110078,130902
110079,110069
110080,190913
110081,110082
110082,110088
110084,120534
110084,120534
110084,120534
110084,120534
110084,120534
110084,120534
110084,120534
110085,110086
110085,110086
110086,110084
110086,110084
110086,110084
110086,110084
110086,110084
110086,110084
110086,110084
110087,110086
110087,110086
110087,110086
110087,110086
110087,110086
110088,103272
110089,110090
110089,110090
110089,110090
110090,180469
110090,180469
110090,180469
110092,110003
110092,110001
110092,110001
110093,102026
110093,102026
110095,130476
110096,121014
110101,110103
110101,110103
110101,110102
110102,110103
110103,110016
110103,110016
110103,110016
110103,110016
110103,110016
110103,110016
110103,110016
110104,110105
110105,110106
110106,110014
110106,110107
110106,110113
110106,110107
110106,110107
110107,110108
110107,110108
110107,110108
110108,110109
110108,110406
110108,110109
110108,110109
110109,180244
110109,180244
110109,180244
110110,110401
110110,110401
110110,110111
110110,110401
110110,110401
110110,110111
110111,110112
110111,110112
110112,110113
110112,110113
110113,110300
110113,110114
110113,110300
110113,110114
110114,180246
110114,180246
110115,110116
110115,110116
110116,103303
110116,103303
110117,130400
110117,130400
110118,110119
110118,110119
110119,110043
110119,110072
110120,110121
110120,110121
110120,110121
110120,110121
110120,110121
110120,110121
110120,110121
110120,110121
110120,110121
110120,110121
110120,110121
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110121,103155
110122,110013
110122,101020
110122,101021
110122,110051
110122,110341
110122,101018
110122,101007
110122,101019
110122,110051
110124,110054
